,Unnamed: 0,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age,CO2(g/km),Total CO2 Emission (g),CO2(g/hour)
263,394.0,C7569,"VAN, REFRIGERATION",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E350,2002,STANLEY PARK SERVICE YD.,3198.0,,120.6230533,29.98362,mileage,23,272.7826313892652,872358.8551828701,
264,396.0,C7579,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2002,STANLEY PARK SERVICE YD.,7062.0,,129.9991679,22.14,mileage,23,272.7826313892652,1926390.9428709908,
265,397.0,C7580,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),9818.0,,125.3183322,21.4053,mileage,23,272.7826313892652,2678179.8749798057,
266,398.0,C7593,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),11305.0,,122.2688897,35.075,mileage,23,272.7826313892652,3083807.647855643,
267,399.0,C7594,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),8617.0,,143.2330539,11.43219,mileage,23,272.7826313892652,2350567.934681298,
268,400.0,C7595,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),7377.0,,37.86583328,4.66833,mileage,21,272.7826313892652,2012317.4717586094,
269,402.0,C7616,"VAN, MINI, 7 PASSENGER",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,FREESTAR,2006,STANLEY PARK ADMIN(2099 BEACH),6571.0,,82.3894434,18.81751,mileage,19,272.7826313892652,1792454.6708588616,
270,403.0,C7622,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),4955.0,,24.78249979,1.01222,mileage,21,272.7826313892652,1351637.938533809,
271,404.0,C7627,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E150,2002,STANLEY PARK SERVICE YD.,6646.0,,84.85361147,19.38751,mileage,23,272.7826313892652,1812913.3682130564,
272,405.0,C7628,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9340.0,,23.28388858,11.87723,mileage,23,272.7826313892652,2547789.777175737,
273,406.0,C7633,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2002,EVANS YARD (955 EVANS AVE.),5598.0,,94.41861105,14.52971,mileage,23,272.7826313892652,1527037.1705171065,
274,407.0,C7634,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),6762.0,,102.4408319,3.23333,mileage,23,272.7826313892652,1844556.1534542113,
275,408.0,C7636,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),8294.0,,29.58361101,12.95583,mileage,23,272.7826313892652,2262459.1447425657,
276,410.0,C7638,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),14456.0,,14.38388884,13.91666,mileage,23,272.7826313892652,3943345.7193632177,
277,411.0,C7640,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),6511.0,,45.79500055,12.64307,mileage,23,272.7826313892652,1776087.7129755057,
278,412.0,C7641,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2001,EVANS YARD (955 EVANS AVE.),9438.0,,79.62861085,23.53416,mileage,24,272.7826313892652,2574522.475051885,
279,413.0,C7644,"VAN, PANEL, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E350,2002,STANLEY PARK SERVICE YD.,8346.0,,108.4036117,33.815,mileage,23,272.7826313892652,2276643.841574807,
280,414.0,C7645,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9634.0,,65.73972178,17.42807,mileage,23,272.7826313892652,2627987.870804181,
281,416.0,C7685,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2004,EVANS YARD (955 EVANS AVE.),5880.0,,6.620833397,2.56389,mileage,21,272.7826313892652,1603961.8725688793,
282,417.0,C7691,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),5266.0,,280.6874997,79.70861,mileage,23,272.7826313892652,1436473.3368958705,
283,418.0,C7692,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),10159.0,,166.5594443,39.59526,mileage,21,272.7826313892652,2771198.752283545,
284,421.0,C9287,"AUTO, PASSENGER, COMPACT WAGON",light duty,Corporate Services Group,FINANCE ADMINISTRATION,FORD,FOCUS,2004,FIRE HALL # 1,18936.0,,209.3233346,25.94501,mileage,21,272.7826313892652,5165411.907987125,
285,422.0,C9289,"AUTO, PASSENGER, SUB-COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,FORD,FIESTA,2012,CROSSROADS (507 W. BROADWAY),2977.0,,26.0616672,5.01751,mileage,13,238.8556799681857,711073.3592652889,
286,423.0,D0137,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),19799.0,,51.15388823,21.37111,mileage,23,272.7826313892652,5400823.318876062,
287,424.0,D0145,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING EQUIPMENT MNGMNT.,MITSUBISHI,I MIEV,2013,NATIONAL YD. (701 NATIONAL),6212.0,,121.946665,5.01,mileage,12,206.1714740204059,1280737.1966147614,
288,425.0,D0181,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,FOCUS,2006,MANITOBA YD. (250 W. 70TH),6126.0,,136.5216639,29.99581,mileage,19,272.7826313892652,1671066.3998906387,
289,426.0,D0186,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,RANGER,2011,NATIONAL YD. (701 NATIONAL),6180.0,,49.49888909,7.79389,mileage,14,249.91611468055228,1544481.5887258132,
290,427.0,D0197,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,SMART,FORTWO COUPE,2005,PARKING ENFORCE.(1125 HOWE ST),200.0,,94.63305521,5.23889,mileage,20,272.7826313892652,54556.52627785304,
291,428.0,D0221,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),7057.0,,275.3855615,15.10249,mileage,23,272.7826313892652,1925027.0297140444,
292,429.0,D0226,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Human Resource Services,HR EMERGENCY MANAGEMENT,TOYOTA,PRIUS C,2013,TAKE HOME,2822.0,,42.83750057,5.72584,mileage,12,201.69759031652728,569190.59987324,
293,430.0,D0229,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,FOCUS,2003,MANITOBA YD. (250 W. 70TH),3838.0,,22.98222244,7.67916,mileage,22,272.7826313892652,1046939.7392719998,
294,431.0,D0259,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,TOYOTA,PRIUS C,2013,KENT YARD (900 E. KENT),9507.0,,13.95861125,5.67499,mileage,12,201.69759031652728,1917538.991139225,
295,432.0,D0264,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),20750.0,,70.07500052,5.58055,mileage,12,201.69759031652728,4185224.999067941,
296,433.0,D0265,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),13582.0,,292.7388882,22.53724,mileage,12,201.69759031652728,2739456.6716790735,
297,434.0,D0269,"AUTO, PASSENGER, COMPACT (HIGH USE)",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2008,PARKING ENFORCE.(1125 HOWE ST),6051.0,,58.81749868,10.26166,mileage,17,272.7826313892652,1650607.7025364437,
298,435.0,D0280,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),28459.0,,63.13889027,6.97527,mileage,12,201.69759031652728,5740111.72281805,
299,436.0,D0281,"AUTO, PASSENGER, COMPACT (HIGH USE)",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2007,PARKING ENFORCE.(1125 HOWE ST),14931.0,,436.4791608,28.33555,mileage,18,272.7826313892652,4072917.469273119,
300,437.0,D0282,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2007,CROSSROADS (507 W. BROADWAY),2924.0,,110.2766716,4.1986,mileage,18,272.7826313892652,797616.4141822114,
301,438.0,D0284,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),18191.0,,389.0369371,15.90722,mileage,12,201.69759031652728,3669080.8654479478,
302,439.0,D0285,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),23206.0,,68.78305459,6.47805,mileage,12,201.69759031652728,4680594.280885332,
303,440.0,D0286,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),29245.0,,56.24666446,5.36916,mileage,12,201.69759031652728,5898646.02880684,
304,441.0,D0287,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),28191.0,,227.9316645,44.64357,mileage,12,201.69759031652728,5686056.76861322,
305,442.0,D0288,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),25578.0,,308.2166624,38.94777,mileage,12,201.69759031652728,5159020.965116135,
306,443.0,D0290,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),18660.0,,126.814997,5.99916,mileage,12,201.69759031652728,3763677.035306399,
307,444.0,D0291,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2007,CROSSROADS (507 W. BROADWAY),5388.0,,78.6550006,13.72808,mileage,18,272.7826313892652,1469752.8179253608,
308,445.0,D0292,"AUTO, PASSENGER, COMPACT (HIGH USE)",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2007,CROSSROADS (507 W. BROADWAY),4914.0,,12.74111092,6.75555,mileage,18,272.7826313892652,1340453.8506468493,
309,446.0,D0297,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,SMART,FORTWO COUPE,2005,PARKING ENFORCE.(1125 HOWE ST),332.0,,198.2486117,17.17221,mileage,20,272.7826313892652,90563.83362123604,
310,447.0,D0298,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,SMART,FORTWO COUPE,2005,PARKING ENFORCE.(1125 HOWE ST),377.0,,41.42805481,5.40833,mileage,20,272.7826313892652,102839.05203375297,
311,448.0,D0299,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2003,PARKING ENFORCE.(1125 HOWE ST),7897.0,,395.5752695,30.44276,mileage,22,272.7826313892652,2154164.4400810273,
312,449.0,D0406,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,DODGE,GRAND CARAVAN,2012,RICHARDS (814 RICHARDS),5.0,,311.2988825,25.69279,mileage,13,228.41661799246899,1142.083089962345,
313,450.0,D0446,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E150,2009,MANITOBA YD. (250 W. 70TH),8882.0,,96.09583378,20.41749,mileage,16,272.7826313892652,2422855.3319994533,
314,451.0,D0447,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,MERCEDES,SMARTC,2008,NATIONAL YD. (701 NATIONAL),2362.0,,20.74250019,7.59722,mileage,17,272.7826313892652,644312.5753414443,
315,452.0,D0454,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SOLID WASTE MNGMNT,FORD,FOCUS,2006,CROSSROADS (507 W. BROADWAY),5470.0,,22.69694471,8.88833,mileage,19,272.7826313892652,1492120.9936992805,
316,453.0,D0456,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,FOCUS,2006,NATIONAL YD. (701 NATIONAL),2142.0,,7.843888998,5.00195,mileage,19,272.7826313892652,584300.3964358061,
317,454.0,D0483,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,MITSUBISHI,I MIEV,2012,MANITOBA YD. (250 W. 70TH),80.0,,218.4508348,2.23722,mileage,13,224.4398324779102,17955.186598232816,
318,455.0,D1004,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),8948.0,,14.04527795,7.18279,mileage,12,201.69759031652728,1804790.038152286,
319,456.0,D1005,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),3463.0,,4.987222195,3.465,mileage,12,227.79524525581917,788854.9343209018,
320,457.0,D1009,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),13682.0,,9.284444571,7.46751,mileage,12,201.69759031652728,2759626.4307107264,
321,460.0,D1026,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),6274.0,,10.4202776,7.80555,mileage,12,201.69759031652728,1265450.681645892,
322,461.0,D1032,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),5662.0,,101.4019439,11.63471,mileage,12,201.69759031652728,1142011.7563721775,
323,464.0,D1070,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E150,2006,MANITOBA YD. (250 W. 70TH),8681.0,,217.5566626,23.9089,mileage,19,272.7826313892652,2368026.023090211,
324,465.0,D1071,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E150,2006,MANITOBA YD. (250 W. 70TH),6064.0,,224.4813898,23.4853,mileage,19,272.7826313892652,1654153.876744504,
325,466.0,D1072,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),10250.0,,71.34333488,19.68749,mileage,12,227.79524525581917,2334901.2638721466,
326,467.0,D1077,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),11394.0,,38.69694439,12.95668,mileage,12,227.79524525581917,2595499.0244448036,
327,471.0,D1096,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F250,2012,MANITOBA YD. (250 W. 70TH),7069.0,,437.955557,54.69111,mileage,13,238.8556799681857,1688470.8016951047,
328,472.0,D1098,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),7677.0,,10.36249977,8.97055,mileage,12,227.79524525581917,1748784.0978289237,
329,474.0,D1106,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),9845.0,,109.7749995,35.94526,mileage,12,201.69759031652728,1985712.7766662112,
330,475.0,D1107,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,RANGER,2006,NATIONAL YD. (701 NATIONAL),4267.0,,91.56555599,18.18138,mileage,19,272.7826313892652,1163963.4881379947,
331,476.0,D1109,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,RANGER,2010,NATIONAL YD. (701 NATIONAL),8342.0,,32.48611057,7.62528,mileage,15,260.97654939291886,2177066.3750357293,
332,478.0,D1115,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),15027.0,,163.6461115,14.25472,mileage,12,201.69759031652728,3030909.6896864553,
333,506.0,D1256,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),9019.0,,18.14666694,7.22582,mileage,12,201.69759031652728,1819110.5670647596,
334,507.0,D1257,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F250,2006,NATIONAL YD. (701 NATIONAL),4298.0,,26.70138931,1.39139,mileage,19,272.7826313892652,1172419.7497110618,
335,509.0,D1635,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F150,2013,NATIONAL YD. (701 NATIONAL),15146.0,,29.37027764,6.74139,mileage,12,227.79524525581917,3450186.7846446373,
336,510.0,D1640,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,RANGER,2005,NATIONAL YD. (701 NATIONAL),3355.0,,42.66472226,7.51501,mileage,20,272.7826313892652,915185.7283109847,
337,511.0,D1646,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS MAINTENANCE,FORD,E250,2006,NATIONAL YD. (701 NATIONAL),11008.0,,229.1774971,30.75166,mileage,19,272.7826313892652,3002791.2063330314,
338,512.0,D1649,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F250,2006,NATIONAL YD. (701 NATIONAL),9622.0,,152.4583321,73.54806,mileage,19,272.7826313892652,2624714.47922751,
339,513.0,D1664,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F250,2006,NATIONAL YD. (701 NATIONAL),13445.0,,145.5924975,36.64945,mileage,19,272.7826313892652,3667562.4790286706,
340,514.0,D1665,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS MAINTENANCE,FORD,E150,2009,NATIONAL YD. (701 NATIONAL),11631.0,,83.94944511,33.44916,mileage,16,272.7826313892652,3172734.785688543,
341,516.0,D1760,"TRUCK, PICKUP, COMPACT",light duty,Community Services Group,CEMETERY,FORD,RANGER,2011,MNTN VIEW CEMETERY(5455FRASER),7689.0,,24.07444525,7.89584,mileage,14,249.91611468055228,1921605.0057787665,
342,517.0,D1885,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,MERCEDES,SMARTC,2008,PARKING ENFORCE.(1125 HOWE ST),5021.0,,7.98888889,1.56279,mileage,17,272.7826313892652,1369641.5922055005,
343,518.0,D1902,"VAN, PANEL, POUND",light duty,Community Services Group,VANCOUVER ANIMAL CONTROL,GM,SAVANA,2006,POUND (1280 RAYMUR),8520.0,,114.9147233,33.85498,mileage,19,272.7826313892652,2324108.0194365396,
344,519.0,D1903,"VAN, PANEL, POUND",light duty,Community Services Group,VANCOUVER ANIMAL CONTROL,GM,SAVANA,2010,POUND (1280 RAYMUR),12150.0,,118.6447227,21.65942,mileage,15,260.97654939291886,3170865.075123964,
345,520.0,D1905,"VAN, PANEL, POUND",light duty,Community Services Group,VANCOUVER ANIMAL CONTROL,MERCEDES,SPRINTER,2012,POUND (1280 RAYMUR),14126.0,,145.7227773,20.10664,mileage,13,230.65355984440825,3258212.186362111,
346,521.0,D1906,"VAN, PANEL, POUND",light duty,Community Services Group,VANCOUVER ANIMAL CONTROL,MERCEDES,SPRINTER,2012,POUND (1280 RAYMUR),18630.0,,264.9727777,30.13388,mileage,13,230.65355984440825,4297075.819901326,
347,522.0,D1917,"VAN, PANEL, POUND",light duty,Community Services Group,VANCOUVER ANIMAL CONTROL,GM,SAVANA,2010,POUND (1280 RAYMUR),8691.0,,121.9419426,17.89447,mileage,15,260.97654939291886,2268147.1907738578,
348,527.0,D7309,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TOYOTA,PRIUS C,2013,EVANS YARD (955 EVANS AVE.),30450.0,,15.48333311,5.83444,mileage,12,201.69759031652728,6141691.625138256,
349,528.0,D7508,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2013,EVANS YARD (955 EVANS AVE.),10731.0,,3.845833302,2.33973,mileage,12,227.79524525581917,2444470.7768401955,
350,529.0,D7513,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,11369.0,,11.45722234,5.15333,mileage,12,227.79524525581917,2589804.143313408,
351,530.0,D7515,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,10497.0,,18.99555588,8.87277,mileage,12,227.79524525581917,2391166.689450334,
352,531.0,D7535,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,6966.0,,12.38194442,3.4475,mileage,12,227.79524525581917,1586821.6784520363,
353,532.0,D7548,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2005,EVANS YARD (955 EVANS AVE.),7037.0,,67.87861204,14.49026,mileage,20,272.7826313892652,1919571.3770862592,
354,533.0,D7556,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,4131.0,,10.8349998,5.87056,mileage,12,227.79524525581917,941022.158151789,
355,534.0,D7575,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2013,EVANS YARD (955 EVANS AVE.),13510.0,,8.852777541,4.92167,mileage,12,227.79524525581917,3077513.763406117,
356,535.0,D7578,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),10618.0,605.0,37.55416656,6.80805,mileage,13,238.8556799681857,2536169.609902196,
357,536.0,D7613,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,7629.0,,8.6897223,8.58138,mileage,12,227.79524525581917,1737849.9260566444,
358,537.0,D7621,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2009,SUNSET NURSERY (290 E. 51ST),8746.0,,141.2361106,24.60554,mileage,16,272.7826313892652,2385756.8941305135,
359,538.0,D7625,"VAN, PANEL, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,DODGE,GRAND CARAVAN,2008,EVANS YARD (955 EVANS AVE.),20402.0,,36.67388898,9.27584,mileage,17,272.7826313892652,5565311.245603789,
360,539.0,D7631,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E150,2006,STANLEY PARK SERVICE YD.,22014.0,,359.6611143,115.04028,mileage,19,272.7826313892652,6005036.847403284,
361,543.0,D9268,"AUTO, PASSENGER, MID-SIZE",light duty,Corporate Services Group,FINANCE ADMINISTRATION,FORD,FUSION,2010,FIRE HALL # 1,19238.0,,148.4563882,29.13916,mileage,15,260.97654939291886,5020666.857220973,
362,544.0,E0201,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,MERCEDES,SMARTC,2008,NATIONAL YD. (701 NATIONAL),1603.0,,459.4588958,6.3625,mileage,17,272.7826313892652,437270.5581169921,
363,545.0,E0222,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,TOYOTA,PRIUS C,2013,NATIONAL YD. (701 NATIONAL),5616.0,,61.9313888,3.07695,mileage,12,201.69759031652728,1132733.6672176172,
