,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age,CO2(g/km),Total CO2 Emission (g),CO2(g/hour),Priority Score,Priority rank,Prioritized
213,C1618,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2002,NATIONAL YD. (701 NATIONAL),7364.0,,171.777779,45.22747,mileage,23,272.7826313892652,2008771.2975505488,,0.6972602154478831,45.0,1
214,C1636,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS MAINTENANCE,FORD,F350,2002,NATIONAL YD. (701 NATIONAL),2527.0,,85.55805455,13.33694,mileage,23,272.7826313892652,689321.7095206731,,0.6348533113607835,211.0,0
215,C1647,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F250,2002,NATIONAL YD. (701 NATIONAL),6282.0,,151.4580553,18.94417,mileage,23,272.7826313892652,1713620.4903873638,,0.6553063827312909,141.0,0
216,C1653,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING TRAFFIC MANAGEMENT,FORD,RANGER,2002,CROSSROADS (507 W. BROADWAY),5704.0,,35.71888888,2.68806,mileage,23,272.7826313892652,1555952.1294443686,,0.610081702869969,334.0,0
217,C1657,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F250,2006,NATIONAL YD. (701 NATIONAL),8662.0,,157.6894454,59.64586,mileage,19,272.7826313892652,2362843.153093816,,0.7155601684630466,30.0,1
218,C1658,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F150,2013,NATIONAL YD. (701 NATIONAL),15313.0,,44.26000071,8.02834,mileage,12,227.7952452558192,3488228.590602359,,0.26854184389453756,432.0,0
219,C1666,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,WINDSTAR,2003,FIRE HALL # 1,2965.0,,43.16833305,13.10916,mileage,22,272.7826313892652,808800.5020691713,,0.6266025939386151,242.0,0
220,C1706,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E150,2002,NATIONAL YD. (701 NATIONAL),6444.0,,22.49777758,13.59251,mileage,23,272.7826313892652,1757811.276672425,,0.6234422512009196,262.0,0
221,C1707,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,GM,ASTRO,2005,NATIONAL YD. (701 NATIONAL),3886.0,,18.8994447,7.18251,mileage,20,272.7826313892652,1060033.3055786844,,0.6134640936435676,318.0,0
222,C1715,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F150,2002,NATIONAL YD. (701 NATIONAL),4299.0,,50.96555573,10.93389,mileage,23,272.7826313892652,1172692.5323424512,,0.6249014222273191,253.0,0
223,C1721,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,GM,ASTRO,2002,NATIONAL YD. (701 NATIONAL),8453.0,,87.43360984,28.02555,mileage,23,272.7826313892652,2305831.5831334586,,0.6565282313320838,137.0,0
224,C1739,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,GM,ASTRO,2000,NATIONAL YD. (701 NATIONAL),1121.0,,70.25944465,9.87471,mileage,25,272.7826313892652,305789.32978736627,,0.6269685774794589,241.0,0
225,C1740,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E150,2000,NATIONAL YD. (701 NATIONAL),991.0,,89.31861156,24.6244,mileage,25,272.7826313892652,270327.5877067618,,0.6519427322746347,152.0,0
226,C1750,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E150,2002,NATIONAL YD. (701 NATIONAL),7978.0,,30.99999964,18.05196,mileage,23,272.7826313892652,2176259.8332235576,,0.6315048927976111,223.0,0
227,C1907,"TRUCK, PICKUP, COMPACT",light duty,Community Services Group,LICENSES AND INSPECTIONS CITY HALL,FORD,RANGER,2009,CAMBIE ST PARKADE,364.0,,24.67611111,9.37834,mileage,16,272.7826313892652,99292.87782569251,,0.6177312391918679,293.0,0
228,C1908,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,RANGER,2009,CITY VEH. PRKG. E. WING (10TH),5373.0,,62.14416759,33.56359,mileage,16,272.7826313892652,1465661.078454522,,0.6598431535609317,124.0,0
229,C1916,"VAN, PANEL, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,WINDSTAR,2003,CITY VEH. PRKG. E. WING (10TH),3601.0,,177.2769414,38.02667,mileage,22,272.7826313892652,982290.255632744,,0.6878337602106349,61.0,1
230,C1918,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E150,2002,EVANS YARD (955 EVANS AVE.),7701.0,,30.54694444,11.5703,mileage,23,272.7826313892652,2100699.044328731,,0.6220103603960028,272.0,0
231,C1941,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,E150,2000,MANITOBA YD. (250 W. 70TH),5125.0,,223.2755547,7.06389,mileage,25,272.7826313892652,1398010.985869984,,0.6514772157608871,155.0,0
232,C1950,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,F250,2000,KENT YARD (900 E. KENT),2850.0,,140.3994479,12.84555,mileage,25,272.7826313892652,777430.4994594058,,0.6443864108466587,174.0,0
233,C1951,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SMALL EQUIP. POOL,FORD,F150,2009,MANITOBA YD. (250 W. 70TH),59592.0,,208.7802804,38.37191,mileage,16,272.7826313892652,16255662.56974909,,0.6942210069613658,50.0,1
234,C1953,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F250,2002,MANITOBA YD. (250 W. 70TH),5308.0,,125.8627781,27.82277,mileage,23,272.7826313892652,1447930.2074142196,,0.6634138904211344,113.0,0
235,C1957,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,E250,2002,MANITOBA YD. (250 W. 70TH),6009.0,,126.5133343,23.8547,mileage,23,272.7826313892652,1639150.8320180946,,0.6577747115229114,133.0,0
236,C1958,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F150,2002,MANITOBA YD. (250 W. 70TH),2589.0,,322.0791746,29.96556,mileage,23,272.7826313892652,706234.2326668076,,0.7031855125294497,38.0,1
237,C1972,"VAN, MINI, CARGO",light duty,Engineering Services,ENGINEERING WATERWORKS DESIGN,FORD,FREESTAR,2006,CAMBIE ST PARKADE,14059.0,,155.598055,23.61499,mileage,19,272.7826313892652,3835051.0147016793,,0.6628608539098484,115.0,0
238,C1974,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,TRANSIT CONNECT,2013,KENT YARD (900 E. KENT),11380.0,,25.51388872,12.67971,mileage,12,227.7952452558192,2592309.8910112223,,0.2717920707563763,431.0,0
239,C1976,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SURVEY,FORD,E250,2003,CITY VEH. PRKG. E. WING (10TH),5415.0,,76.92222266,16.59614,mileage,22,272.7826313892652,1477117.948972871,,0.6379714164049978,204.0,0
240,C1978,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,GM,SAFARI,2002,CROSSROADS (507 W. BROADWAY),4929.0,,48.50638959,21.07388,mileage,23,272.7826313892652,1344545.590117688,,0.6391628958815957,195.0,0
241,C1979,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SURVEY,FORD,E250,2003,CITY VEH. PRKG. E. WING (10TH),2091.0,,28.75194502,11.99139,mileage,22,272.7826313892652,570388.4822349536,,0.6222863114845213,271.0,0
242,C1980,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,E150,2002,CITY VEH. PRKG. E. WING (10TH),7826.0,,204.7024927,37.89584,mileage,23,272.7826313892652,2134796.873252389,,0.6927679746288511,52.0,1
243,C1981,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,GM,SAFARI,2002,CROSSROADS (507 W. BROADWAY),6243.0,,19.68722139,7.57388,mileage,23,272.7826313892652,1702981.9677631825,,0.6141794601877629,313.0,0
244,C1982,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING STREETS STRUCTURES,FORD,F150,2002,CROSSROADS (507 W. BROADWAY),2873.0,,120.3102772,14.09389,mileage,23,272.7826313892652,783704.4999813589,,0.6424452832692107,184.0,0
245,C1984,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,E150,2002,CITY VEH. PRKG. E. WING (10TH),7099.0,,141.1647227,3.47555,mileage,23,272.7826313892652,1936483.9002323933,,0.6309263019714101,227.0,0
246,C1985,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,GM,ASTRO,2004,CROSSROADS (507 W. BROADWAY),6716.0,,19.27055573,6.05054,mileage,21,272.7826313892652,1832008.152410305,,0.6118900705741304,325.0,0
247,C1987,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,GM,ASTRO,2004,CROSSROADS (507 W. BROADWAY),6003.0,,43.40555525,12.67472,mileage,21,272.7826313892652,1637514.1362297588,,0.6260162089111576,248.0,0
248,C1988,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,GM,ASTRO,2004,CROSSROADS (507 W. BROADWAY),751.0,,30.0849995,6.48612,mileage,21,272.7826313892652,204859.75617333816,,0.6145429876009032,309.0,0
249,C1990,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,GM,ASTRO,2004,CROSSROADS (507 W. BROADWAY),2931.0,,107.6027775,10.1014,mileage,21,272.7826313892652,799525.8926019362,,0.634274852654087,212.0,0
250,C1991,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SURVEY,FORD,E250,2002,CITY VEH. PRKG. E. WING (10TH),7234.0,,119.8427774,21.68472,mileage,23,272.7826313892652,1973309.5554699444,,0.6533780810662073,148.0,0
251,C7304,"AUTO, PASSENGER, COMPACT WAGON",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,FOCUS,2005,STANLEY PARK ADMIN(2099 BEACH),8142.0,,332.1963914,6.03972,mileage,20,272.7826313892652,2220996.184771397,,0.6703409643273848,91.0,0
252,C7502,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),11979.0,,43.45249987,15.75416,mileage,14,249.91611468055228,2993745.137758336,,0.45214343987840433,380.0,0
253,C7503,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,2112.0,,5.730000019,2.88334,mileage,12,227.7952452558192,481103.5579802901,,0.2538735949762772,449.0,0
254,C7504,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2009,EVANS YARD (955 EVANS AVE.),11541.0,,87.07333386,28.56777,mileage,16,272.7826313892652,3148184.348863509,,0.65724809702137,134.0,0
255,C7505,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),8521.0,,16.34499967,7.94445,mileage,23,272.7826313892652,2324380.8020679285,,0.6140929870851992,315.0,0
256,C7511,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2009,EVANS YARD (955 EVANS AVE.),12074.0,,32.8380549,17.27416,mileage,16,272.7826313892652,3293577.491393988,,0.6307191250635513,228.0,0
257,C7514,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),7580.0,462.0,37.00361085,8.35277,mileage,13,238.8556799681857,1810526.054158848,,0.3539252431595416,413.0,0
258,C7516,"TRUCK, PICKUP, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,RANGER,2004,EVANS YARD (955 EVANS AVE.),0.0,,35.08527776,10.23528,mileage,21,272.7826313892652,0.0,,0.6209201529514633,278.0,0
259,C7534,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,RANGER,2003,STANLEY PARK SERVICE YD.,11170.0,,56.61222243,19.24335,mileage,22,272.7826313892652,3046981.9926180923,,0.6380198678773823,203.0,0
260,C7537,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2002,STANLEY PARK SERVICE YD - DOWNTOWN,10099.0,,175.0458297,30.89278,mileage,23,272.7826313892652,2754831.794400189,,0.6770601299334537,76.0,0
261,C7547,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2005,EVANS YARD (955 EVANS AVE.),7323.0,,28.98666644,10.93945,mileage,20,272.7826313892652,1997587.209663589,,0.6208029907924796,279.0,0
262,C7567,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),8208.0,,27.61972243,20.00917,mileage,23,272.7826313892652,2238999.838443089,,0.6337147469661083,214.0,0
263,C7569,"VAN, REFRIGERATION",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E350,2002,STANLEY PARK SERVICE YD.,3198.0,,120.6230533,29.98362,mileage,23,272.7826313892652,872358.8551828701,,0.6655719667329605,103.0,0
264,C7579,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2002,STANLEY PARK SERVICE YD.,7062.0,,129.9991679,22.14,mileage,23,272.7826313892652,1926390.9428709908,,0.6559366482732014,139.0,0
265,C7580,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),9818.0,,125.3183322,21.4053,mileage,23,272.7826313892652,2678179.8749798057,,0.6539954718786614,146.0,0
266,C7593,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),11305.0,,122.2688897,35.075,mileage,23,272.7826313892652,3083807.647855643,,0.6732709888127169,86.0,0
267,C7594,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),8617.0,,143.2330539,11.43219,mileage,23,272.7826313892652,2350567.934681298,,0.6428639629436854,181.0,0
268,C7595,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),7377.0,,37.86583328,4.66833,mileage,21,272.7826313892652,2012317.4717586092,,0.6133577328103718,319.0,0
269,C7616,"VAN, MINI, 7 PASSENGER",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,FREESTAR,2006,STANLEY PARK ADMIN(2099 BEACH),6571.0,,82.3894434,18.81751,mileage,19,272.7826313892652,1792454.6708588616,,0.6422178238047201,185.0,0
270,C7622,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),4955.0,,24.78249979,1.01222,mileage,21,272.7826313892652,1351637.938533809,,0.6056054286002615,343.0,0
271,C7627,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E150,2002,STANLEY PARK SERVICE YD.,6646.0,,84.85361147,19.38751,mileage,23,272.7826313892652,1812913.3682130564,,0.6435057346480695,175.0,0
272,C7628,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9340.0,,23.28388858,11.87723,mileage,23,272.7826313892652,2547789.777175737,,0.6210989337327495,277.0,0
273,C7633,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2002,EVANS YARD (955 EVANS AVE.),5598.0,,94.41861105,14.52971,mileage,23,272.7826313892652,1527037.1705171063,,0.6382404332449564,200.0,0
274,C7634,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),6762.0,,102.4408319,3.23333,mileage,23,272.7826313892652,1844556.1534542115,,0.6233395393848649,263.0,0
275,C7636,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),8294.0,,29.58361101,12.95583,mileage,23,272.7826313892652,2262459.1447425657,,0.6238418444900741,260.0,0
276,C7638,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),14456.0,,14.38388884,13.91666,mileage,23,272.7826313892652,3943345.7193632177,,0.6223968556682972,270.0,0
277,C7640,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),6511.0,,45.79500055,12.64307,mileage,23,272.7826313892652,1776087.7129755055,,0.6264167008057472,243.0,0
278,C7641,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2001,EVANS YARD (955 EVANS AVE.),9438.0,,79.62861085,23.53416,mileage,24,272.7826313892652,2574522.475051885,,0.6485494883091992,162.0,0
279,C7644,"VAN, PANEL, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E350,2002,STANLEY PARK SERVICE YD.,8346.0,,108.4036117,33.815,mileage,23,272.7826313892652,2276643.841574807,,0.6688511895941609,94.0,0
280,C7645,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9634.0,,65.73972178,17.42807,mileage,23,272.7826313892652,2627987.870804181,,0.6370898660416068,208.0,0
281,C7685,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2004,EVANS YARD (955 EVANS AVE.),5880.0,,6.620833397,2.56389,mileage,21,272.7826313892652,1603961.8725688793,,0.6044647987005074,346.0,0
282,C7691,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),5266.0,,280.6874997,79.70861,mileage,23,272.7826313892652,1436473.3368958705,,0.7676674567486039,11.0,1
283,C7692,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),10159.0,,166.5594443,39.59526,mileage,21,272.7826313892652,2771198.752283545,,0.6881085518902226,59.0,1
284,C9287,"AUTO, PASSENGER, COMPACT WAGON",light duty,Corporate Services Group,FINANCE ADMINISTRATION,FORD,FOCUS,2004,FIRE HALL # 1,18936.0,,209.3233346,25.94501,mileage,21,272.7826313892652,5165411.907987125,,0.6762814607882486,80.0,0
285,C9289,"AUTO, PASSENGER, SUB-COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,FORD,FIESTA,2012,CROSSROADS (507 W. BROADWAY),2977.0,,26.0616672,5.01751,mileage,13,238.8556799681857,711073.3592652889,,0.347038833707961,419.0,0
286,D0137,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),19799.0,,51.15388823,21.37111,mileage,23,272.7826313892652,5400823.318876062,,0.6400890604378405,192.0,0
287,D0145,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING EQUIPMENT MNGMNT.,MITSUBISHI,I MIEV,2013,NATIONAL YD. (701 NATIONAL),6212.0,,121.946665,5.01,mileage,12,206.1714740204059,1280737.1966147614,,0.11001564047288417,470.0,0
288,D0181,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,FOCUS,2006,MANITOBA YD. (250 W. 70TH),6126.0,,136.5216639,29.99581,mileage,19,272.7826313892652,1671066.399890639,,0.6685601367895,95.0,0
289,D0186,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,RANGER,2011,NATIONAL YD. (701 NATIONAL),6180.0,,49.49888909,7.79389,mileage,14,249.91611468055228,1544481.5887258132,,0.44171665138131455,388.0,0
290,D0197,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,SMART,FORTWO COUPE,2005,PARKING ENFORCE.(1125 HOWE ST),200.0,,94.63305521,5.23889,mileage,20,272.7826313892652,54556.52627785304,,0.6247923591907902,255.0,0
291,D0221,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),7057.0,,275.3855615,15.10249,mileage,23,272.7826313892652,1925027.0297140444,,0.6728835767740102,88.0,0
292,D0226,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Human Resource Services,HR EMERGENCY MANAGEMENT,TOYOTA,PRIUS C,2013,TAKE HOME,2822.0,,42.83750057,5.72584,mileage,12,201.69759031652728,569190.59987324,,0.061379244423613886,490.0,0
293,D0229,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,FOCUS,2003,MANITOBA YD. (250 W. 70TH),3838.0,,22.98222244,7.67916,mileage,22,272.7826313892652,1046939.7392719998,,0.6149479357493164,306.0,0
294,D0259,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,TOYOTA,PRIUS C,2013,KENT YARD (900 E. KENT),9507.0,,13.95861125,5.67499,mileage,12,201.69759031652728,1917538.991139225,,0.05590973276655529,502.0,0
295,D0264,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),20750.0,,70.07500052,5.58055,mileage,12,201.69759031652728,4185224.999067941,,0.06625733100008656,487.0,0
296,D0265,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),13582.0,,292.7388882,22.53724,mileage,12,201.69759031652728,2739456.671679073,,0.13247674971870604,467.0,0
297,D0269,"AUTO, PASSENGER, COMPACT (HIGH USE)",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2008,PARKING ENFORCE.(1125 HOWE ST),6051.0,,58.81749868,10.26166,mileage,17,272.7826313892652,1650607.7025364437,,0.62539254384075,251.0,0
298,D0280,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),28459.0,,63.13889027,6.97527,mileage,12,201.69759031652728,5740111.72281805,,0.06698621204939673,485.0,0
299,D0281,"AUTO, PASSENGER, COMPACT (HIGH USE)",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2007,PARKING ENFORCE.(1125 HOWE ST),14931.0,,436.4791608,28.33555,mileage,18,272.7826313892652,4072917.469273119,,0.7221934365368774,25.0,1
300,D0282,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2007,CROSSROADS (507 W. BROADWAY),2924.0,,110.2766716,4.1986,mileage,18,272.7826313892652,797616.4141822114,,0.6262049268525836,245.0,0
301,D0284,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),18191.0,,389.0369371,15.90722,mileage,12,201.69759031652728,3669080.865447948,,0.14084366630013095,465.0,0
302,D0285,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),23206.0,,68.78305459,6.47805,mileage,12,201.69759031652728,4680594.280885332,,0.06731890995220141,483.0,0
303,D0286,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),29245.0,,56.24666446,5.36916,mileage,12,201.69759031652728,5898646.02880684,,0.06336677525883436,489.0,0
304,D0287,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),28191.0,,227.9316645,44.64357,mileage,12,201.69759031652728,5686056.76861322,,0.15246158628825224,463.0,0
305,D0288,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),25578.0,,308.2166624,38.94777,mileage,12,201.69759031652728,5159020.965116135,,0.15919292126908977,462.0,0
306,D0290,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),18660.0,,126.814997,5.99916,mileage,12,201.69759031652728,3763677.035306399,,0.07746627405592871,482.0,0
307,D0291,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2007,CROSSROADS (507 W. BROADWAY),5388.0,,78.6550006,13.72808,mileage,18,272.7826313892652,1469752.8179253608,,0.6341314005365161,213.0,0
